"CODE","SPANISH","ENGLISH"
"M01BA02","dipirocetilo con corticosteroides","dipyrocetyl and corticosteroids"
"M01BA03","ácido acetilsalicílico con corticosteroides","acetylsalicylic acid and corticosteroids"
"M01BX","Otros agentes antiinflamatorios/antirreumáticos en combinación con otras drogas","Other antiinflammatory/antirheumatic agents in combination with other drugs"
"M01C","AGENTES ANTIRREUMÁTICOS ESPECÍFICOS","SPECIFIC ANTIRHEUMATIC AGENTS"
"M01CA","Quinolinas","Quinolines"
"M01CA03","oxicincofeno","oxycinchophen"
"M01CB","Preparados de oro","Gold preparations"
"M01CB01","aurotiomalato de sodio","sodium aurothiomalate"
"M01CB02","aurotiosulfato de sodio","sodium aurotiosulfate"
"M01CB03","auranofina","auranofin"
"M01CB04","aurotioglucosa","aurothioglucose"
"M01CB05","aurotioprol","aurotioprol"
"M01CC","Penicilamina y agentes similares","Penicillamine and similar agents"
"M01CC01","penicilamina","penicillamine"
"M01CC02","bucilamina","bucillamine"
"M01CX","Otros agentes antirreumáticos específicos","Other specific antirheumatic agents"
"M02","PRODUCTOS TÓPICOS PARA EL DOLOR ARTICULAR Y MUSCULAR","TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN"
"M02A","PRODUCTOS TÓPICOS PARA EL DOLOR ARTICULAR Y MUSCULAR","TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN"
"M02AA","Preparados con antiinflamatorios no esteroideos para uso tópico","Antiinflammatory preparations, non-steroids for topical use"
"M02AA01","fenilbutazona","phenylbutazone"
"M02AA02","mofebutazona","mofebutazone"
"M02AA03","clofezona","clofezone"
"M02AA04","oxifenbutazona","oxyphenbutazone"
"M02AA05","bencidamina","benzydamine"
"M02AA06","etofenamato","etofenamate"
"M02AA07","piroxicam","piroxicam"
"M02AA08","felbinaco","felbinac"
"M02AA09","bufexamaco","bufexamac"
"M02AA10","ketoprofeno","ketoprofen"
"M02AA11","bendazaco","bendazac"
"M02AA12","naproxeno","naproxen"
"M02AA13","ibuprofeno","ibuprofen"
"M02AA14","fentiazaco","fentiazac"
"M02AA15","diclofenaco","diclofenac"
"M02AA16","feprazona","feprazone"
"M02AA17","ácido niflúmico","niflumic acid"
"M02AA18","ácido meclofenámico","meclofenamic acid"
"M02AA19","flurbiprofeno","flurbiprofen"
"M02AA21","tolmetina","tolmetin"
"M02AA22","suxibuzona","suxibuzone"
"M02AA23","indometacina","indometacin"
"M02AA24","nifenazona","nifenazone"
"M02AA25","aceclofenaco","aceclofenac"
"M02AA26","nimesulida","nimesulide"
"M02AB","Preparados con cápsaicina y agentes similares","Capsaicin and similar agents"
"M02AB01","capsaicina","capsaicin"
"M02AB02","zucapsaicina","zucapsaicin"
"M02AC","Preparados con ácido salicílico y derivados","Preparations with salicylic acid derivatives"
"M02AX","Otros productos tópicos para el dolor articular y muscular","Other topical products for joint and muscular pain"
"M02AX02","tolazolina","tolazoline"
"M02AX03","dimetil sulfóxido","dimethyl sulfoxide"
"M02AX05","idrocilamida","idrocilamide"
"M02AX06","tolperisona","tolperisone"
"M02AX10","varios","various"
"M03","RELAJANTES MUSCULARES","MUSCLE RELAXANTS"
"M03A","AGENTES RELAJANTES MUSCULARES DE ACCIÓN PERIFÉRICA","MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS"
"M03AA","Alcaloides curares","Curare alkaloids"
"M03AA01","alcuronio","alcuronium"
"M03AA02","tubocurarina","tubocurarine"
"M03AA04","dimetiltubocurarina","dimethyltubocurarine"
"M03AB","Derivados de la colina","Choline derivatives"
"M03AB01","suxametonio","suxamethonium"
"M03AC","Otros compuestos de amonio cuaternario","Other quaternary ammonium compounds"
"M03AC01","pancuronio","pancuronium"
"M03AC02","galamina","gallamine"
"M03AC03","vecuronio","vecuronium"
"M03AC04","atracurio","atracurium"
"M03AC05","hexafluronio","hexafluronium"
"M03AC06","pipecuronio, bromuro de","pipecuronium bromide"
"M03AC07","doxacurio, cloruro de","doxacurium chloride"
"M03AC08","fazadinio, bromuro de","fazadinium bromide"
"M03AC09","rocuronio, bromuro de","rocuronium bromide"
"M03AC10","mivacurio, cloruro de","mivacurium chloride"
"M03AC11","cisatracurio","cisatracurium"
"M03AX","Otros agentes relajantes musculares de acción periférica","Other muscle relaxants, peripherally acting agents"
"M03AX01","botulínica, toxina","botulinum toxin"
"M03B","AGENTES RELAJANTES MUSCULARES DE ACCIÓN CENTRAL","MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS"
"M03BA","Ésteres del ácido carbámico","Carbamic acid esters"
"M03BA01","fenprobamato","phenprobamate"
"M03BA02","carisoprodol","carisoprodol"
"M03BA03","metocarbamol","methocarbamol"
"M03BA04","estiramato","styramate"
"M03BA05","febarbamato","febarbamate"
"M03BA51","fenprobamato, combinaciones excluidos psicolépticos","phenprobamate, combinations excl. psycholeptics"
"M03BA52","carisoprodol, combinaciones excluidos psicolépticos","carisoprodol, combinations excl. psycholeptics"
"M03BA53","metocarbamol, combinaciones excluidos psicolépticos","methocarbamol, combinations excl. psycholeptics"
"M03BA71","fenprobamato, combinaciones con psicolépticos","phenprobamate, combinations with psycholeptics"
"M03BA72","carisoprodol, combinaciones con psicolépticos","carisoprodol, combinations with psycholeptics"
"M03BA73","metocarbamol, combinaciones con psicolépticos","methocarbamol, combinations with psycholeptics"
"M03BB","Derivados oxazólicos, tiazínicos y triazínicos","Oxazol, thiazine, and triazine derivatives"
"M03BB02","clormezanona","chlormezanone"
"M03BB03","clorzoxazona","chlorzoxazone"
"M03BB52","clormezanona, combinaciones excluidos psicolépticos","chlormezanone, combinations excl. psycholeptics"
"M03BB53","clorzoxazona, combinaciones excluidos psicolépticos","chlorzoxazone, combinations excl. psycholeptics"
"M03BB72","clormezanona, combinaciones con psicolépticos","chlormezanone, combinations with psycholeptics"
"M03BB73","clorzoxazona, combinaciones con psicolépticos","chlorzoxazone, combinations with psycholeptics"
"M03BC","Ésteres químicamente relacionados con antihistamínicos","Ethers, chemically close to antihistamines"
"M03BC01","orfenadrina, citrato de","orphenadrine (citrate)"
"M03BC51","orfenadrina, combinaciones con","orphenadrine, combinations"
"M03BX","Otros agentes de acción central","Other centrally acting agents"
"M03BX01","baclofeno","baclofen"
"M03BX02","tizanidina","tizanidine"
"M03BX03","pridinol","pridinol"
"M03BX04","tolperisona","tolperisone"
"M03BX05","tiocolchicósido","thiocolchicoside"
"M03BX06","mefenesina","mephenesin"
"M03BX07","tetrazepam","tetrazepam"
"M03BX08","ciclobenzaprina","cyclobenzaprine"
"M03BX09","eperisona","eperisone"
"M03BX30","feniraminol","fenyramidol"
"M03C","AGENTES RELAJANTES MUSCULARES DE ACCIÓN DIRECTA","MUSCLE RELAXANTS, DIRECTLY ACTING AGENTS"
"M03CA","Dantroleno y derivados","Dantrolene and derivatives"
"M03CA01","dantroleno","dantrolene"
"M04","PREPARADOS ANTIGOTOSOS","ANTIGOUT PREPARATIONS"
"M04A","PREPARADOS ANTIGOTOSOS","ANTIGOUT PREPARATIONS"
"M04AA","Preparados que inhiben la producción de ácido úrico","Preparations inhibiting uric acid production"
"M04AA01","alopurinol","allopurinol"
"M04AA02","tisopurina","tisopurine"
"M04AA03","febuxostat","febuxostat"
"M04AA51","alopurinol, combinaciones con","allopurinol, combinations"
"M04AB","Preparados que aumentan la excreción de ácido úrico","Preparations increasing uric acid excretion"
"M04AB01","probenecid","probenecid"
"M04AB02","sulfinpirazona","sulfinpyrazone"
"M04AB03","benzbromarona","benzbromarone"
"M04AB04","isobromindiona","isobromindione"
"M04AC","Preparados sin efecto sobre el metabolismo del ácido úrico","Preparations with no effect on uric acid metabolism"
"M04AC01","colchicina","colchicine"
"M04AC02","cincofeno","cinchophen"
"M04AX","Otros preparados antigotosos","Other antigout preparations"
"M04AX01","urato oxidasa","urate oxidase"
"M04AX02","pegloticasa","pegloticase"
"M05","DROGAS PARA EL TRATAMIENTO DE ENFERMEDADES ÓSEAS","DRUGS FOR TREATMENT OF BONE DISEASES"
"M05B","AGENTES QUE AFECTAN LA ESTRUCTURA ÓSEA Y LA MINERALIZACIÓN","DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION"
"M05BA","Bifosfonatos","Bisphosphonates"
"M05BA01","ácido etidrónico","etidronic acid"
"M05BA02","ácido clodrónico","clodronic acid"
"M05BA03","ácido pamidrónico","pamidronic acid"
"M05BA04","ácido alendrónico","alendronic acid"
"M05BA05","ácido tiludrónico","tiludronic acid"
"M05BA06","ácido ibandrónico","ibandronic acid"
"M05BA07","ácido risedrónico","risedronic acid"
"M05BA08","ácido zoledrónico","zoledronic acid"
"M05BB","Bifosfonatos, combinaciones","Bisphosphonates, combinations"
"M05BB01","ácido etidrónico y calcio, preparados secuenciale","etidronic acid and calcium, sequential"
"M05BB02","ácido risedrónico y calcio, preparados secuenciales","risedronic acid and calcium, sequential"
"M05BB03","ácido alendrónico y colecalciferol","alendronic acid and colecalciferol"
"M05BB04","ácido risedrónico, calcio y colecalciferol, preparados secuenciales","risedronic acid, calcium and colecalciferol, sequential"
"M05BB05","ácido alendrónico, calcio y colecalciferol, preparados secuenciales","alendronic acid, calcium and colecalciferol, sequential"
"M05BB06","ácido alendrónico y colecalciferol, preparados secuenciales","alendronic acid and alfacalcidol, sequential"
"M05BC","Proteínas morfogenéticas óseas","Bone morphogenetic proteins"
"M05BC01","dibotermin alfa","dibotermin alfa"
"M05BC02","eptotermin alfa","eptotermin alfa"
"M05BX","Otros agentes que afectan la estructura ósea y la mineralización","Other drugs affecting bone structure and mineralization"
"M05BX01","ipriflavona","ipriflavone"
"M05BX02","clorhidrato de aluminio","aluminium chlorohydrate"
"M05BX03","estroncio, ranelato de","strontium ranelate"
"M05BX04","denosumab","denosumab"
"M05BX53","estroncio, ranelato de y colecalciferol","strontium ranelate and colecalciferol"
"M09","OTRAS DROGAS PARA TRASTORNOS DEL SISTEMA MUSCULOESQUELÉTICO","OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM"
"M09A","OTRAS DROGAS PARA TRASTORNOS DEL SISTEMA MUSCULOESQUELÉTICO","OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM"
"M09AA","Quinina y derivados","Quinine and derivatives"
"M09AA01","hidroquinina","hydroquinine"
"M09AA72","quinina, combinaciones con psicolépticos","quinine, combinations with psycholeptics"
"M09AB","Enzimas","Enzymes"
"M09AB01","quimopapaína","chymopapain"
"M09AB02","colagenasa de clostridium histolítico","collagenase clostridium histolyticum"
"M09AB52","tripsina, combinaciones con","trypsin, combinations"
"M09AX","Otras drogas para desórdenes del sistema musculoesquelético","Other drugs for disorders of the musculo-skeletal system"
"M09AX01","ácido hialurónico","hyaluronic acid"
"M09AX02","condrocitos, autólogos","chondrocytes, autologous"
"N","SISTEMA NERVIOSO","NERVOUS SYSTEM"
"N01","ANESTÉSICOS","ANESTHETICS"
"N01A","ANESTÉSICOS GENERALES","ANESTHETICS, GENERAL"
"N01AA","Éteres","Ethers"
"N01AA01","dietiléter","diethyl ether"
"N01AA02","viniléter","vinyl ether"
"N01AB","Hidrocarburos halogenados","Halogenated hydrocarbons"
"N01AB01","halotano","halothane"
"N01AB02","cloroformo","chloroform"
"N01AB04","enflurano","enflurane"
"N01AB05","tricloroetileno","trichloroethylene"
"N01AB06","isoflurano","isoflurane"
"N01AB07","desflurano","desflurane"
"N01AB08","sevoflurano","sevoflurane"
"N01AF","Barbitúricos, monoterapia","Barbiturates, plain"
"N01AF01","metohexital","methohexital"
"N01AF02","hexobarbital","hexobarbital"
"N01AF03","tiopental","thiopental"
"N01AG","Barbitúricos en combinación con otras drogas","Barbiturates in combination with other drugs"
"N01AG01","narcobarbital","narcobarbital"
"N01AH","Anéstesicos opiodes","Opioid anesthetics"
"N01AH01","fentanilo","fentanyl"
"N01AH02","alfentanilo","alfentanil"
"N01AH03","sufentanilo","sufentanil"
"N01AH04","fenoperidina","phenoperidine"
"N01AH05","anileridina","anileridine"
"N01AH06","remifentanilo","remifentanil"
"N01AH51","fentanilo, combinaciones con","fentanyl, combinations"
"N01AX","Otros anestésicos generales","Other general anesthetics"
"N01AX03","ketamina","ketamine"
"N01AX04","propanidid","propanidid"
"N01AX05","alfaxalona","alfaxalone"
"N01AX07","etomidato","etomidate"
"N01AX10","propofol","propofol"
"N01AX11","oxibato de sodio","sodium oxybate"
"N01AX13","óxido nitroso","nitrous oxide"
"N01AX14","esketamina","esketamine"
"N01AX15","xenón","xenon"
"N01AX63","óxido nitroso, combinaciones","nitrous oxide, combinations"
"N01B","ANESTÉSICOS LOCALES","ANESTHETICS, LOCAL"
"N01BA","Ésteres del ácido aminobenzoico","Esters of aminobenzoic acid"
"N01BA01","metabutetamina","metabutethamine"
"N01BA02","procaína","procaine"
"N01BA03","tetracaína","tetracaine"
"N01BA04","clorprocaína","chloroprocaine"
"N01BA05","benzocaína","benzocaine"
"N01BA52","procaína, combinaciones","procaine, combinations"
"N01BB","Amidas","Amides"
"N01BB01","bupivacaína","bupivacaine"
"N01BB02","lidocaína","lidocaine"
"N01BB03","mepivacaína","mepivacaine"
"N01BB04","prilocaína","prilocaine"
"N01BB05","butanilicaína","butanilicaine"
"N01BB06","cincocaína","cinchocaine"
"N01BB07","etidocaína","etidocaine"
"N01BB08","articaína","articaine"
"N01BB09","ropivacaína","ropivacaine"
"N01BB10","levobupivacaína","levobupivacaine"
"N01BB20","combinaciones","combinations"
"N01BB51","bupivacaína, combinaciones","bupivacaine, combinations"
"N01BB52","lidocaína, combinaciones","lidocaine, combinations"
"N01BB53","mepivacaína, combinaciones","mepivacaine, combinations"
"N01BB54","prilocaína, combinaciones","prilocaine, combinations"
"N01BB57","etidocaína, combinaciones","etidocaine, combinations"
"N01BB58","articaína, combinaciones","articaine, combinations"
"N01BC","Ésteres del ácido benzoico","Esters of benzoic acid"
"N01BC01","cocaína","cocaine"
"N01BX","Otros anestésicos locales","Other local anesthetics"
"N01BX01","etilcloruro","ethyl chloride"
"N01BX02","diclonina","dyclonine"
"N01BX03","fenol","phenol"
"N01BX04","capsaicina","capsaicin"
"N02","ANALGÉSICOS","ANALGESICS"
"N02A","OPIOIDES","OPIOIDS"
"N02AA","Alcaloides naturales del opio","Natural opium alkaloids"
"N02AA01","morfina","morphine"
"N02AA02","opio","opium"
"N02AA03","hidromorfona","hydromorphone"
"N02AA04","nicomorfina","nicomorphine"
"N02AA05","oxicodona","oxycodone"
"N02AA08","dihidrocodeína","dihydrocodeine"
"N02AA10","papavereto","papaveretum"
"N02AA51","morfina, combinaciones","morphine, combinations "
"N02AA55","oxicodona, combinaciones","oxycodone, combinations"
"N02AA58","dihidrocodeína, combinaciones","dihydrocodeine, combinations"
"N02AA59","codeína, combinaciones excluidos psicolépticos","codeine, combinations excl. psycholeptics"
"N02AA79","codeína, combinaciones con psicolépticos","codeine, combinations with psycholeptics"
"N02AB","Derivados de la fenilpiperidina","Phenylpiperidine derivatives"
"N02AB01","cetobemidona","ketobemidone"
"N02AB02","petidina (meperidina)","pethidine"
"N02AB03","fentanilo","fentanyl"
"N02AB52","petidina, combinaciones excluidos psicolépticos","pethidine, combinations excl. psycholeptics"
"N02AB72","petidina, combinaciones con psicolépticos","pethidine, combinations with psycholeptics"
"N02AC","Derivados de la difenilpropilamina","Diphenylpropylamine derivatives"
"N02AC01","dextromoramida","dextromoramide"
"N02AC03","piritramida","piritramide"
"N02AC04","dextropropoxifeno","dextropropoxyphene"
"N02AC05","becitramida","bezitramide"
"N02AC52","metadona, combinaciones excluidos psicolépticos","methadone, combinations excl. psycholeptics"
"N02AC54","dextropropoxifeno, combinaciones excluidos psicolépticos","dextropropoxyphene, combinations excl. psycholeptics"
"N02AC74","dextropropoxifeno, combinaciones con psicolépticos","dextropropoxyphene, combinations with psycholeptics"
"N02AD","Derivados del benzomorfano","Benzomorphan derivatives"
"N02AD01","pentazocina","pentazocine"
"N02AD02","fenazocina","phenazocine"
"N02AE","Derivados de la oripavina","Oripavine derivatives"
"N02AE01","buprenorfina","buprenorphine"
"N02AF","Derivados del morfinano","Morphinan derivatives"
"N02AF01","butorfanol","butorphanol"
"N02AF02","nalbufina","nalbuphine"
"N02AG","Opioides en combinación con antiespasmódicos","Opioids in combination with antispasmodics"
"N02AG01","morfina con antiespasmódicos","morphine and antispasmodics"
"N02AG02","cetobemidona con antiespasmódicos","ketobemidone and antispasmodics"
"N02AG03","petidina con antiespasmódicos","pethidine and antispasmodics"
"N02AG04","hidromorfona con antiespasmódicos","hydromorphone and antispasmodics"
"N02AX","Otros opioides","Other opioids"
"N02AX01","tilidina","tilidine"
"N02AX02","tramadol","tramadol"
"N02AX03","dezocina","dezocine"
"N02AX05","meptazinol","meptazinol"
"N02AX06","tapentadol","tapentadol"
"N02AX52","tramadol, combinación con","tramadol, combinations"
"N02B","OTROS ANALGÉSICOS Y ANTIPIRÉTICOS","OTHER ANALGESICS AND ANTIPYRETICS"
"N02BA","Ácido salicílico y derivados","Salicylic acid and derivatives"
"N02BA01","ácido acetilsalicílico","acetylsalicylic acid"
"N02BA02","aloxiprina","aloxiprin"
"N02BA03","salicilato de colina","choline salicylate"
"N02BA04","salicilato de sodio","sodium salicylate"
"N02BA05","salicilamida","salicylamide"
"N02BA06","salsalato","salsalate"
"N02BA07","etenzamida","ethenzamide"
"N02BA08","salicilato de morfolina","morpholine salicylate"
"N02BA09","dipirocetilo","dipyrocetyl"
"N02BA10","benorilato","benorilate"
"N02BA11","diflunisal","diflunisal"
"N02BA12","salicilato de potasio","potassium salicylate"
"N02BA14","guacetisal","guacetisal"
"N02BA15","carbasalato de calcio","carbasalate calcium"
"N02BA16","salicilato de imidazol","imidazole salicylate"
"N02BA51","ácido acetilsalicílico, combinaciones excluidos psicolépticos","acetylsalicylic acid, combinations excl. psycholeptics"
